person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
36,80000,3,20.0,5,1,21000,11.36,0,0.26,0,12
21,42000,3,4.0,1,0,12500,8.94,0,0.3,0,2
31,30000,0,3.0,4,0,9450,8.49,0,0.32,0,8
50,68000,0,5.0,4,1,10000,11.49,0,0.15,0,16
41,28000,2,9.0,1,0,2000,7.74,0,0.07,0,16
37,108000,3,16.0,1,1,8000,10.46,1,0.07,0,14
33,44000,3,2.0,3,2,9600,13.16,0,0.22,1,5
22,29000,3,0.0,1,2,6400,10.99,0,0.22,1,4
23,96000,0,1.0,1,0,10000,7.49,0,0.1,0,3
21,40000,3,5.0,5,3,1200,15.58,0,0.03,0,4
22,96000,0,4.0,5,0,8000,7.88,0,0.08,0,4
24,43400,3,2.0,0,4,18000,16.63,1,0.41,1,2
21,125000,0,0.0,4,0,10000,7.51,0,0.08,0,2
29,31000,0,1.0,0,0,9950,7.9,0,0.32,0,6
28,56000,3,4.0,4,0,6400,7.29,0,0.11,0,9
23,78000,0,7.0,1,1,2400,12.42,0,0.03,0,2
22,34500,3,2.0,3,3,5000,16.89,1,0.14,0,3
43,97500,3,6.0,4,1,24000,10.99,0,0.25,0,16
26,33600,3,4.0,4,3,3300,15.65,0,0.1,1,2
24,143000,3,7.0,5,4,9000,16.45,1,0.06,1,4
34,42000,3,5.0,0,0,5500,7.66,0,0.13,0,7
34,113000,3,6.0,1,2,9600,10.99,0,0.08,1,9
29,58650,0,5.0,3,4,3000,17.19,1,0.04,0,6
21,36000,3,5.0,4,1,10000,11.48,0,0.28,0,4
25,19800,3,0.0,0,2,5000,13.49,1,0.25,1,4
34,50400,0,9.0,5,5,22800,18.67,0,0.45,0,10
33,30000,3,11.0,3,0,2000,7.29,0,0.07,0,5
23,33204,3,7.0,3,2,2000,14.72,0,0.06,1,3
22,32000,3,3.0,1,1,8400,11.49,0,0.26,0,4
26,38400,2,2.0,1,1,5550,9.99,0,0.14,0,2
32,42000,3,1.0,0,0,5800,9.32,0,0.14,0,10
30,56400,3,1.0,0,1,7000,11.49,1,0.12,0,9
39,30500,3,3.0,4,0,3600,7.68,0,0.12,0,13
25,50000,3,0.0,1,0,2900,8.0,0,0.06,0,4
24,85000,0,1.0,4,0,4400,7.4,0,0.05,0,3
28,115000,0,12.0,0,1,18000,10.37,0,0.16,0,7
24,42000,2,7.0,3,0,3000,7.51,0,0.07,0,2
23,50000,0,3.0,3,1,10000,10.99,0,0.2,0,3
26,119000,0,6.0,5,3,15000,14.42,0,0.13,0,2
27,64000,3,3.0,3,1,18000,11.11,0,0.28,0,8
24,56000,3,2.0,1,2,18000,13.48,1,0.32,0,3
23,60000,3,0.0,4,1,15600,12.69,0,0.26,0,4
31,58000,2,15.0,3,2,14500,13.06,0,0.25,0,7
28,53376,3,5.0,4,0,10000,5.42,0,0.19,0,5
21,60000,0,5.0,0,0,10000,5.99,0,0.17,0,2
31,62400,0,8.0,1,3,8500,14.09,0,0.14,0,5
32,28800,3,3.0,3,0,7000,7.51,0,0.24,0,10
24,85000,0,4.0,3,2,10000,10.99,0,0.12,0,4
28,39600,0,2.0,0,1,5000,12.53,0,0.13,0,6
21,9600,3,4.0,2,3,2000,15.99,1,0.21,0,3
40,68000,3,12.0,5,0,7000,7.51,0,0.1,0,16
25,65000,2,1.0,5,2,12000,12.61,0,0.18,1,4
28,40000,3,3.0,3,1,8000,10.95,0,0.2,0,6
42,41000,3,2.0,2,4,15000,16.95,1,0.37,1,15
48,66948,0,1.0,5,1,24000,10.62,0,0.36,0,12
24,100000,1,1.0,3,1,25000,10.99,0,0.25,0,3
24,41280,3,3.0,5,3,11000,15.28,0,0.27,0,3
31,48000,2,0.0,2,1,1600,9.99,0,0.03,0,8
27,93000,3,11.0,2,0,12000,8.9,0,0.13,0,8
22,78000,3,0.0,5,1,6925,9.62,0,0.09,0,4
22,51996,0,6.0,4,0,6000,7.88,0,0.12,0,4
23,38000,0,5.0,5,1,4000,12.42,0,0.11,0,3
32,45000,0,7.0,0,0,4000,7.49,0,0.09,0,7
27,30000,3,5.0,1,1,12000,11.36,1,0.4,0,9
26,53688,3,11.0,0,0,8000,5.42,0,0.15,0,4
26,48000,3,7.0,3,0,9000,8.94,0,0.19,0,3
24,72000,0,5.0,0,1,8000,12.21,0,0.11,0,4
25,48000,3,9.0,4,1,15000,10.99,1,0.31,0,2
32,24696,3,1.0,1,0,9600,7.14,1,0.39,0,9
25,75000,0,9.0,5,1,1000,9.99,0,0.01,0,4
25,89796,0,2.0,5,1,9000,11.11,0,0.1,0,4
33,98000,3,2.0,1,0,20000,6.91,0,0.2,0,5
25,86000,3,10.0,2,3,10000,10.99,0,0.12,0,2
46,72194,3,8.0,2,1,17000,8.88,0,0.24,0,14
30,85000,3,5.0,5,3,5000,15.05,0,0.06,0,9
27,95000,0,11.0,5,2,18000,13.48,0,0.19,0,5
21,60675,3,5.0,4,2,7200,14.72,0,0.12,1,2
23,37500,3,2.0,0,2,8000,14.26,0,0.21,0,4
22,28150,3,0.0,3,0,1600,6.39,0,0.06,0,4
40,16800,3,8.0,4,0,5000,8.94,1,0.3,0,17
33,82150,3,4.0,2,0,5000,7.51,0,0.06,0,5
27,70000,0,5.0,0,0,15000,7.49,0,0.21,0,8
22,69383,0,6.0,4,2,8500,10.99,0,0.12,1,3
21,18000,3,5.0,4,0,1800,6.62,0,0.1,0,3
22,48000,3,7.0,4,0,8800,6.62,0,0.18,0,4
21,33600,2,5.0,3,0,10000,7.88,0,0.3,0,2
24,44000,0,5.0,0,3,22800,17.27,1,0.52,0,3
25,49000,3,2.0,3,0,7750,9.63,0,0.16,0,4
24,73000,0,8.0,2,2,9325,12.53,1,0.13,0,2
32,45000,0,3.0,0,0,5000,5.79,0,0.11,0,5
30,71400,3,0.0,2,2,9600,12.61,0,0.13,0,6
31,57000,3,2.0,1,1,7500,12.53,0,0.13,0,9
29,120000,0,1.0,5,1,23000,11.49,0,0.19,0,5
25,28000,3,2.0,4,1,6000,10.59,1,0.21,0,4
26,61754,0,7.0,3,3,10000,14.83,1,0.14,0,4
29,62532,3,6.0,4,2,9000,13.49,0,0.14,0,9
26,73000,3,0.0,1,3,5000,15.31,1,0.07,1,2
27,24000,3,2.0,0,0,8000,7.29,1,0.33,0,7
25,60000,3,3.0,5,3,7000,15.62,0,0.12,0,4
42,38000,3,3.0,3,4,3000,17.56,1,0.08,0,15
22,60000,0,1.0,4,2,7500,11.66,0,0.13,0,4
25,41000,0,9.0,1,2,5000,11.78,1,0.12,1,3
22,34000,3,0.0,5,1,18250,10.25,1,0.54,0,3
30,36000,0,1.0,0,0,15000,6.62,0,0.42,0,9
27,80000,0,4.0,4,0,6000,6.03,0,0.07,0,10
41,60000,3,6.0,4,0,5000,5.42,0,0.08,0,17
25,35000,3,2.0,4,0,7000,8.94,0,0.2,0,3
32,100000,0,4.0,4,0,6000,7.14,0,0.06,0,10
51,62046,3,8.0,5,0,8000,10.99,0,0.13,0,30
34,54000,0,18.0,2,0,4000,6.39,0,0.07,0,5
37,42000,0,9.0,1,2,4500,12.99,0,0.11,0,12
28,100000,0,3.0,1,2,8000,13.98,0,0.08,1,6
21,31000,3,5.0,0,1,3200,10.37,1,0.1,0,3
21,31776,0,5.0,5,0,6000,8.9,0,0.19,0,3
41,32000,3,0.0,3,2,5000,13.98,0,0.16,0,15
33,114000,0,0.0,1,3,16000,16.77,0,0.14,0,5
23,52000,3,3.0,0,1,17000,11.58,1,0.33,0,4
28,48000,3,12.0,4,3,12500,15.95,0,0.26,0,7
22,54996,3,6.0,5,0,12000,8.32,0,0.22,0,4
35,54000,3,1.0,1,3,9000,14.46,1,0.17,0,8
26,63180,2,4.0,2,2,5825,13.43,0,0.09,1,2
37,21600,3,4.0,0,3,3800,10.99,1,0.18,1,13
24,30000,3,2.0,0,0,14000,7.9,1,0.47,0,2
24,68000,0,8.0,2,0,3600,7.74,0,0.05,0,4
32,22704,3,4.0,0,1,6800,10.99,0,0.3,0,8
35,74000,0,9.0,1,0,8200,8.0,0,0.11,0,5
21,29000,3,5.0,0,1,10000,10.0,1,0.34,0,4
28,32376,3,2.0,0,5,8000,10.99,1,0.25,1,7
35,100596,0,2.0,4,1,25000,10.59,0,0.25,0,8
31,62050,3,5.0,3,3,5800,14.11,1,0.08,1,10
25,115000,3,6.0,3,0,10000,7.29,0,0.09,0,4
33,57500,3,2.0,2,3,21000,16.29,1,0.37,1,5
28,75000,3,5.0,3,0,5000,7.88,0,0.07,0,10
23,62000,3,7.0,0,1,14000,10.99,0,0.23,0,4
22,45000,0,2.0,1,3,8000,16.49,0,0.18,0,2
28,89004,3,3.0,4,0,18000,7.49,0,0.2,0,10
47,35000,2,9.0,4,1,2500,10.99,0,0.07,0,12
23,63000,3,0.0,0,0,5600,8.49,0,0.09,0,4
22,45000,2,6.0,1,0,4750,6.39,0,0.11,0,4
23,108000,3,4.0,5,1,4300,11.83,0,0.04,0,4
31,17000,3,3.0,5,1,4575,11.48,1,0.27,0,7
24,44000,0,4.0,4,1,11200,10.99,0,0.25,0,4
45,64000,0,3.0,3,0,6000,7.29,0,0.09,0,14
25,42000,0,9.0,2,1,3250,10.0,0,0.08,0,3
27,70000,0,11.0,0,0,25000,7.66,0,0.36,0,5
25,100000,0,5.0,3,1,15000,10.99,0,0.15,0,3
29,65061,0,13.0,4,1,12000,9.62,0,0.18,0,5
31,46800,0,14.0,4,1,5500,10.99,0,0.12,0,10
24,94000,0,4.0,1,1,25000,11.49,0,0.27,0,4
26,120000,3,3.0,2,0,5000,7.68,0,0.04,0,2
25,31000,0,4.0,5,1,10000,10.38,0,0.32,0,4
26,85000,2,10.0,1,1,10000,12.18,0,0.12,0,2
22,62000,3,6.0,3,0,12500,7.29,0,0.2,0,2
30,27996,3,9.0,3,2,1500,10.99,0,0.05,1,8
24,88000,3,0.0,2,1,14000,9.99,0,0.16,0,3
25,39000,3,2.0,5,2,8500,13.23,1,0.22,1,4
37,74400,2,21.0,5,0,7500,7.05,0,0.1,0,14
24,96000,0,8.0,3,1,2000,10.38,0,0.02,0,3
24,90000,3,0.0,3,2,7000,13.99,0,0.08,0,4
25,42500,3,0.0,3,2,4000,12.99,0,0.09,0,3
29,47800,3,4.0,0,0,10000,7.49,0,0.21,0,5
33,104000,0,3.0,1,0,16000,10.99,0,0.15,0,9
51,120000,0,2.0,4,0,30000,7.9,0,0.25,0,22
36,76000,3,2.0,0,4,4000,17.39,1,0.05,0,13
23,59004,3,1.0,0,3,7800,15.99,1,0.13,1,3
22,60000,2,6.0,1,0,14000,7.88,0,0.23,0,2
26,116600,3,2.0,2,2,7500,11.59,0,0.06,1,3
22,70000,0,5.0,5,1,21000,8.88,0,0.3,0,3
24,102000,3,8.0,2,2,15000,14.22,0,0.15,0,4
31,78000,3,10.0,3,1,25000,10.75,1,0.32,0,8
27,110000,0,0.0,1,0,16000,7.9,0,0.15,0,7
24,100300,3,3.0,3,1,7500,11.49,0,0.07,0,4
23,96000,0,7.0,0,0,5000,7.51,0,0.05,0,2
26,99000,3,5.0,4,0,10000,7.29,0,0.1,0,2
23,75000,3,1.0,4,0,6000,6.03,0,0.08,0,4
34,46000,0,5.0,5,0,10000,6.62,0,0.22,0,6
30,100000,0,9.0,3,0,12000,8.9,0,0.12,0,10
24,28800,3,3.0,0,2,9250,13.57,1,0.32,0,3
27,101000,3,2.0,0,1,11200,10.99,0,0.11,0,6
24,80000,0,2.0,4,0,20000,6.54,0,0.25,0,4
24,35000,0,2.0,3,0,2950,10.99,0,0.08,0,4
29,28000,3,8.0,4,1,7800,8.88,0,0.28,0,7
23,50400,0,4.0,5,0,11200,7.42,0,0.22,0,3
25,46800,3,9.0,3,0,5000,6.76,0,0.11,0,3
29,60000,3,1.0,2,2,6000,14.79,0,0.1,0,9
25,28000,3,8.0,1,1,2400,11.49,0,0.09,0,3
22,46000,3,3.0,1,1,11000,10.59,0,0.24,0,3
30,41600,0,2.0,1,0,4500,6.76,0,0.11,0,9
27,38400,3,6.0,3,1,5000,9.88,0,0.13,0,10
29,61656,3,4.0,5,0,15000,6.91,0,0.24,0,10
23,22300,2,1.0,3,1,7500,11.12,0,0.34,0,4
24,123000,3,8.0,4,3,15000,15.37,1,0.12,0,4
24,24996,3,0.0,4,1,4000,9.45,0,0.16,0,3
25,38400,0,5.0,3,0,5700,6.17,0,0.15,0,2
42,125000,0,5.0,3,0,35000,7.9,0,0.28,0,12
24,70000,3,0.0,1,0,10000,7.29,0,0.14,0,4
25,27500,3,4.0,3,1,2200,12.53,0,0.08,0,4
25,104000,0,4.0,5,2,11000,13.11,0,0.11,0,3
24,98004,3,0.0,0,3,16000,16.32,1,0.16,0,2
22,19200,3,6.0,4,1,4400,11.49,1,0.23,0,2
24,15600,3,3.0,3,4,4000,16.32,1,0.26,0,2
25,45996,3,3.0,5,2,11500,12.53,0,0.25,0,4
38,26000,3,0.0,5,2,5200,13.43,0,0.2,0,15
24,24000,3,0.0,3,0,6825,5.42,0,0.28,0,4
38,37440,3,14.0,5,2,19750,13.92,1,0.53,0,16
28,59700,0,12.0,2,1,6000,10.99,0,0.1,0,5
30,66000,0,8.0,1,0,6000,7.68,0,0.09,0,8
26,80000,0,5.0,3,0,5000,10.99,0,0.06,0,3
22,26000,3,6.0,4,1,5000,11.99,0,0.19,0,2
37,40000,3,1.0,5,1,3000,11.71,0,0.07,0,15
36,62900,0,5.0,3,2,6250,13.49,1,0.08,0,12
26,66996,3,10.0,4,3,25000,15.21,1,0.37,1,2
22,36250,3,6.0,1,2,6000,14.22,0,0.17,1,3
35,50000,0,5.0,2,2,6000,13.49,0,0.12,0,6
36,28800,2,0.0,2,1,5375,11.11,0,0.19,0,13
24,57000,3,8.0,3,0,14400,7.49,0,0.25,0,4
24,72400,0,4.0,1,4,25000,17.99,0,0.35,1,2
23,42000,0,2.0,1,1,5200,10.25,0,0.12,0,4
24,49200,3,2.0,3,3,6400,10.99,1,0.13,0,3
29,18000,3,5.0,2,1,5375,12.69,1,0.3,0,9
38,17280,2,0.0,2,3,1000,16.29,0,0.06,0,11
22,60000,3,3.0,1,3,18000,16.32,0,0.3,0,4
29,75000,0,9.0,4,1,8000,11.99,0,0.11,0,8
28,99996,3,6.0,5,2,12000,13.61,0,0.12,1,9
44,45000,3,0.0,5,1,15775,10.99,1,0.35,0,12
27,24000,0,1.0,5,2,11000,10.99,0,0.46,1,6
26,100016,3,10.0,1,2,11200,13.98,0,0.11,1,2
38,30000,0,8.0,4,2,10000,11.22,0,0.33,1,17
26,36000,3,10.0,5,1,7500,10.59,0,0.21,0,3
24,39000,3,1.0,0,3,10000,14.11,1,0.26,0,3
40,136000,0,5.0,2,1,21000,9.99,0,0.15,0,16
22,50361,3,6.0,1,2,12000,12.73,0,0.24,0,4
29,30000,2,0.0,5,0,4000,7.49,0,0.13,0,5
23,48000,3,0.0,5,1,10000,9.25,0,0.21,0,3
24,30996,3,7.0,5,4,7000,16.63,0,0.23,1,2
22,52000,3,1.0,5,2,18000,13.85,1,0.35,1,4
27,68400,2,0.0,1,2,5000,12.99,0,0.07,0,8
23,40000,3,5.0,1,3,12800,16.0,1,0.32,1,3
22,32244,3,2.0,5,1,11100,12.21,1,0.34,0,3
41,70800,0,25.0,4,0,12000,6.62,0,0.17,0,11
37,50000,3,1.0,0,2,15000,13.22,0,0.3,1,15
26,114000,0,10.0,4,0,14400,7.14,0,0.13,0,2
38,33600,3,0.0,5,0,4800,8.49,0,0.14,0,11
23,36000,3,0.0,1,2,3000,12.29,1,0.08,0,2
22,26400,3,0.0,5,0,6000,8.59,0,0.23,0,3
26,46000,3,10.0,0,0,2500,8.49,0,0.05,0,4
33,103000,3,0.0,1,2,9000,14.65,1,0.09,1,9
24,24000,0,3.0,3,0,8000,5.99,0,0.33,0,4
24,38000,3,6.0,1,1,10000,10.99,0,0.26,0,4
23,52250,0,2.0,5,2,4750,13.35,0,0.09,1,4
26,35000,0,10.0,2,1,2500,9.25,0,0.07,0,3
23,75000,2,5.0,3,3,12500,15.33,0,0.17,1,3
23,70560,3,1.0,5,0,9600,7.9,0,0.14,0,4
29,55400,3,2.0,2,2,7000,10.28,0,0.13,1,6
26,98000,3,3.0,5,0,4000,9.32,0,0.04,0,2
21,42000,3,5.0,0,1,3500,10.37,0,0.08,0,4
29,38000,0,3.0,1,3,6000,15.21,0,0.16,1,9
24,120000,2,8.0,4,3,15000,15.28,0,0.13,0,3
41,24000,3,2.0,0,3,4000,16.07,1,0.17,0,14
29,42000,0,6.0,1,0,5500,7.66,1,0.13,0,10
23,51000,3,4.0,0,0,10400,10.99,0,0.2,0,2
22,51000,0,3.0,2,1,12000,11.86,1,0.24,0,3
23,50000,0,1.0,4,0,9000,10.99,0,0.18,0,2
37,39600,3,2.0,4,2,11500,13.48,0,0.29,0,15
28,34000,3,0.0,1,3,12000,14.61,1,0.35,1,8
33,66000,0,2.0,4,3,20000,12.61,0,0.3,1,5
49,86400,3,7.0,4,0,16875,7.51,0,0.2,0,14
25,70000,3,2.0,2,1,14000,9.99,0,0.2,0,2
23,72858,3,7.0,0,1,10000,11.48,0,0.14,0,3
35,58000,3,0.0,3,2,12000,12.99,0,0.21,1,8
22,33996,3,6.0,5,3,15000,14.96,1,0.44,1,4
25,42996,3,6.0,0,1,5000,10.38,0,0.12,0,2
29,64000,3,3.0,0,2,15000,15.27,1,0.23,0,10
29,13200,3,3.0,5,3,4475,16.89,1,0.34,0,9
22,32500,0,6.0,0,0,2500,6.99,0,0.08,0,3
23,46394,0,7.0,3,2,15000,13.47,0,0.32,0,2
24,38400,3,8.0,4,4,3000,17.56,0,0.08,1,2
28,24000,0,2.0,1,0,1500,7.14,0,0.06,0,10
26,85000,3,3.0,2,0,10000,10.99,0,0.12,0,2
25,66000,3,6.0,2,1,16000,10.0,0,0.24,0,4
24,73440,0,7.0,1,0,7000,6.99,0,0.1,0,2
35,36153,0,2.0,4,3,3000,11.86,0,0.08,0,8
25,125000,3,9.0,1,2,21000,12.99,0,0.17,1,3
26,60000,3,10.0,5,0,17500,6.54,0,0.29,0,4
23,65000,0,4.0,1,3,13600,15.62,0,0.21,1,2
30,30000,2,4.0,4,3,8000,15.7,0,0.27,1,10
27,63000,2,2.0,1,0,9500,8.07,0,0.15,0,8
22,46800,2,4.0,1,0,11500,7.51,0,0.25,0,4
26,27031,3,2.0,5,1,6000,9.99,0,0.22,0,4
34,42240,3,3.0,4,2,8775,13.06,0,0.21,1,6
22,30000,0,6.0,0,1,3000,11.49,0,0.1,0,3
29,76663,3,9.0,1,0,12000,10.99,0,0.16,0,9
31,80000,3,1.0,1,2,8000,12.61,0,0.1,1,7
31,46000,3,1.0,5,3,13000,14.59,1,0.28,0,9
31,36000,3,12.0,5,1,1450,10.99,0,0.04,0,7
29,50000,0,0.0,2,1,3575,11.49,0,0.07,0,6
30,32400,3,0.0,4,2,9000,11.22,0,0.28,0,10
23,43800,3,8.0,5,4,8000,17.93,0,0.18,0,3
24,60000,3,1.0,4,0,13200,6.62,0,0.22,0,4
25,76700,0,1.0,5,4,14800,19.42,0,0.19,1,4
22,21000,3,5.0,3,1,4800,10.75,0,0.23,0,3
28,73200,3,2.0,5,0,12000,8.9,0,0.16,0,5
23,58320,3,4.0,3,1,4000,10.37,0,0.07,0,2
29,57504,3,2.0,5,0,3200,7.68,0,0.06,0,9
29,60000,3,1.0,2,1,6000,10.01,0,0.1,0,10
23,90000,0,1.0,0,2,1500,12.84,0,0.02,0,2
21,76000,0,6.0,3,1,14000,12.69,0,0.18,0,3
22,26886,2,6.0,1,2,7500,10.99,0,0.28,1,4
22,32004,0,6.0,1,0,10000,7.51,0,0.31,0,2
27,40000,0,7.0,5,0,13000,7.88,0,0.33,0,7
23,63200,1,0.0,0,1,4800,12.53,0,0.08,0,4
35,65867,3,3.0,4,0,11000,9.32,0,0.17,0,10
26,43200,2,1.0,1,2,17000,13.49,0,0.39,1,2
34,35000,3,9.0,0,0,8000,10.99,0,0.23,0,10
23,43600,0,5.0,0,1,25000,10.99,1,0.57,0,3
23,19200,3,1.0,3,6,6200,19.82,1,0.32,0,3
26,56700,0,3.0,0,0,6000,9.63,0,0.11,0,4
22,82000,0,5.0,1,1,20000,9.88,0,0.24,0,4
24,52800,0,8.0,1,0,4000,7.88,0,0.08,0,4
42,48000,0,26.0,3,0,6500,7.29,0,0.14,0,11
22,65000,0,4.0,1,2,10000,13.35,0,0.15,0,4
34,55000,0,6.0,4,2,2500,13.49,0,0.05,0,5
25,42000,3,2.0,0,3,10000,14.91,1,0.24,1,3
32,29500,0,4.0,1,1,7000,10.0,1,0.24,0,7
27,36000,2,4.0,3,2,1050,14.72,0,0.03,1,5
27,36000,3,7.0,1,3,16000,15.7,1,0.44,0,9
22,36000,3,3.0,5,2,15000,13.85,1,0.42,0,3
30,148000,3,2.0,1,4,22200,19.42,1,0.15,0,8
31,56000,3,4.0,3,0,7000,7.29,0,0.13,0,8
31,56839,3,15.0,3,3,9000,15.33,1,0.16,0,6
26,38400,3,2.0,3,1,7200,9.91,0,0.19,0,2
24,41000,3,2.0,2,3,25000,10.99,1,0.61,0,3
27,38000,2,11.0,2,0,4000,7.68,0,0.11,0,9
34,42000,0,1.0,0,2,10000,14.65,0,0.24,0,6
23,45000,3,0.0,1,2,1775,12.72,0,0.04,0,2
33,56000,0,2.0,4,0,11500,7.14,0,0.21,0,10
27,138000,0,5.0,4,0,17000,7.88,0,0.12,0,5
29,83000,3,13.0,1,1,10000,11.99,0,0.12,0,6
28,64000,1,11.0,4,0,15000,9.63,1,0.23,0,10
35,122000,0,3.0,5,3,25000,15.2,1,0.2,0,10
21,62500,0,6.0,1,0,13200,7.9,0,0.21,0,3
43,42000,3,4.0,1,3,7000,14.96,0,0.17,1,16
25,65000,3,6.0,4,3,7675,15.33,0,0.12,1,3
29,25000,3,3.0,3,1,5000,10.95,0,0.2,0,10
22,49200,0,6.0,5,0,4800,7.51,0,0.1,0,3
42,44000,3,0.0,0,0,6000,9.63,0,0.14,0,14
24,75000,2,8.0,3,1,16500,12.18,0,0.22,0,2
25,38000,0,1.0,5,1,18800,10.99,0,0.49,0,3
23,25200,3,1.0,1,0,5500,7.9,0,0.22,0,2
28,56800,3,2.0,5,0,4000,7.88,0,0.07,0,9
27,90000,3,4.0,2,0,19200,6.99,0,0.21,0,8
25,59650,0,9.0,4,2,10000,13.61,0,0.17,1,2
30,40000,0,5.0,2,0,9600,8.49,0,0.24,0,10
25,80000,3,8.0,0,3,5000,14.96,1,0.06,1,4
25,38880,0,1.0,4,0,9500,7.51,0,0.24,0,4
23,57996,3,5.0,0,0,8000,7.14,0,0.14,0,2
26,54000,3,2.0,2,3,2400,14.09,1,0.04,0,2
38,74237,0,4.0,4,2,18000,14.35,0,0.24,1,15
40,27599,3,6.0,5,1,3000,10.25,0,0.11,0,17
22,16200,2,6.0,4,1,2000,12.42,0,0.12,0,3
26,85000,0,10.0,1,0,4650,8.49,0,0.05,0,2
29,28080,3,1.0,3,1,2500,10.99,0,0.09,0,8
25,58000,0,7.0,0,1,7200,11.71,0,0.12,0,3
25,64800,0,9.0,1,1,4500,10.65,0,0.07,0,2
40,55182,3,0.0,5,0,6000,6.99,0,0.11,0,13
23,31200,3,2.0,0,0,4000,8.59,0,0.13,0,3
33,21600,3,3.0,4,1,10000,12.53,1,0.46,0,7
22,116000,0,3.0,0,1,12000,10.25,0,0.1,0,4
37,26500,3,11.0,1,2,2000,13.16,0,0.08,1,16
29,56000,3,0.0,4,1,3200,10.99,0,0.06,0,7
33,66000,3,5.0,2,2,4800,13.57,0,0.07,0,7
36,85000,2,2.0,1,3,8000,14.96,0,0.09,0,14
25,72000,0,9.0,1,3,9000,15.62,0,0.13,0,4
25,27996,3,0.0,3,1,1500,11.89,0,0.05,0,3
24,46500,3,2.0,2,2,8000,15.23,1,0.17,1,2
26,100000,3,5.0,1,0,15000,6.99,0,0.15,0,2
36,44000,0,9.0,0,3,9400,13.3,1,0.21,0,15
23,108000,3,7.0,1,0,5000,7.66,0,0.05,0,4
27,31400,3,1.0,3,1,3500,11.71,0,0.11,0,8
23,46000,3,2.0,5,3,6800,15.65,1,0.15,1,4
22,32400,0,6.0,5,1,4200,10.99,0,0.13,0,4
26,67000,0,10.0,4,1,10000,12.21,0,0.15,0,3
31,66500,0,0.0,5,0,4200,7.66,0,0.06,0,8
23,69996,3,7.0,0,2,5600,13.11,0,0.08,0,4
41,56004,3,4.0,1,1,12800,11.48,0,0.23,0,15
27,120000,0,2.0,1,0,7000,7.14,0,0.06,0,7
25,93500,0,1.0,2,2,14000,12.23,0,0.15,0,4
27,50000,3,1.0,5,2,15000,13.16,0,0.3,0,9
27,23000,3,4.0,3,0,6000,8.9,0,0.26,0,6
24,24000,2,4.0,5,1,6400,8.88,0,0.27,0,4
31,47756,3,3.0,3,2,3350,13.98,0,0.07,0,5
25,13200,3,0.0,0,0,6625,8.63,1,0.5,0,3
27,60000,3,8.0,5,0,7000,6.99,0,0.12,0,10
26,95000,3,0.0,5,0,2400,10.99,0,0.03,0,3
26,16428,3,0.0,4,2,2400,12.23,0,0.15,0,4
22,66000,0,7.0,4,1,20000,10.25,0,0.3,0,4
26,125000,3,3.0,3,0,12000,6.99,0,0.1,0,4
26,93000,0,0.0,0,0,8000,6.99,0,0.09,0,2
22,50000,0,4.0,1,0,12000,7.29,0,0.24,0,3
37,35000,2,2.0,4,1,13250,11.71,0,0.38,0,14
24,59400,3,8.0,0,0,6000,7.9,0,0.1,0,3
23,97000,3,7.0,1,2,10000,13.99,0,0.1,0,3
21,90996,0,5.0,4,1,6000,9.99,0,0.07,0,2
22,100000,0,3.0,1,1,12000,11.11,0,0.12,0,4
34,102000,0,0.0,2,2,7200,13.49,1,0.07,0,5
33,42000,3,3.0,3,2,12000,13.57,0,0.29,1,6
26,65000,0,2.0,2,0,10000,6.62,0,0.15,0,3
23,50004,0,7.0,4,1,16000,11.83,0,0.32,0,2
38,99996,2,22.0,2,3,25000,14.96,0,0.25,1,13
25,105000,0,3.0,5,0,16000,8.49,0,0.15,0,4
25,96000,0,6.0,5,2,21000,14.65,0,0.22,0,4
22,104000,0,6.0,4,0,13600,6.03,0,0.13,0,2
26,75000,0,5.0,5,0,15000,8.49,0,0.2,0,3
25,54400,3,10.0,3,4,18000,16.0,1,0.28,1,2
32,52000,0,1.0,5,0,1000,6.99,0,0.02,0,7
21,48000,0,5.0,5,1,7350,10.65,0,0.15,0,2
23,96000,0,4.0,1,1,20000,10.99,0,0.21,0,3
22,120000,0,6.0,1,1,8000,12.69,0,0.07,0,2
27,48000,3,2.0,1,0,4000,6.03,1,0.08,0,6
26,39000,3,2.0,1,2,2000,12.98,0,0.05,0,4
42,14000,3,0.0,1,2,1700,13.16,0,0.12,1,13
23,60000,3,3.0,4,2,25000,12.73,1,0.42,0,3
24,62000,3,3.0,5,1,8000,11.14,0,0.13,0,4
29,65004,0,7.0,1,0,5000,6.17,0,0.08,0,7
27,95004,0,1.0,4,0,15000,7.51,0,0.16,0,9
50,58800,0,12.0,0,4,22000,17.74,1,0.37,0,15
25,35000,3,1.0,5,0,15000,7.49,1,0.43,0,3
24,10668,3,0.0,2,0,5000,7.88,1,0.47,0,3
28,84000,2,8.0,5,0,25000,7.9,0,0.3,0,7
25,88000,0,7.0,4,1,11000,11.14,0,0.13,0,2
22,50004,3,5.0,4,3,5300,14.42,0,0.11,1,2
21,63000,0,2.0,4,1,10000,10.59,0,0.16,0,2
23,73426,0,0.0,1,2,7500,10.99,0,0.1,0,2
22,42000,0,6.0,1,2,6000,12.99,0,0.14,1,2
